SiteRoom,Site,Room,Est__Cut_Date,Actual_Cut_Date,Est__Replant_Date,Actual_Replant_Date,Est__Flower_Date,Actual_Flower_Date,Est__Harvest_Date,Actual_Harvest_Date,Est__Dry_Date,Actual_Dry_Date,Est__Ship_Avail__Date,Actual_Ship_Avail__Date,Est__FGI_Date,Actual_Trim_Completion_Date,Turn_Status,Brand,Strain_Commercialization_Status,Strain_Accession_Number,Strain_Name,Strain_Code,No__Plants,Canopy_Alloc_____,Canopy_Alloc___ft_2_,Est__Yield__g_ft_2_,Turn_Round,Turn_No_,Harvest_Batch_No_,Est__Wet_Weight__lbs_,Est__LTB__lbs_,Est__STB__lbs_,Est__T__lbs_,Est__MTB__lbs_,Est__FF__lbs_,Est__Ship__Avail__Month,Act__Wet_Weight__lbs_,Act__LTB__lbs_,Act__STB__lbs_,Act__T__lbs_,Act_MTB__lbs_,Act__FF__lbs_,Act__Ship__Avail__Month,Adj__LTB__lbs_,Adj__STB__lbs_,Adj__T__lbs_,Adj__MTB__lbs_,Adj__FF__lbs_,Performance_Notes,Forecast_LTB_Ingest,Forecast_STB_Ingest,Forecast_T_Ingest,Forecast_MTB_Ingest,Forecast_FF_Ingest,Forecast_Harvest_Date,Forecast_Harvest_Month,Forecast_Ship_Avail__Date,Forecast_Ship_Avail__Month,Forecast_FGI_Date,Forecast_FGI_Month,Forecast_FGI_Week,Waste_Weight,Change_Tracker
FP-09,FP,9,9/18/2024,9/18/2024,10/17/2024,10/17/2024,10/20/2024,10/19/2024,12/21/2024,12/20/2024,12/31/2024,1/2/2025,1/6/2025,1/10/2025,1/18/2025,1/10/2025,Ship Available,Connected,Commercial - Production,,Ghost OG,GOG,96,0.5,180,25,6,FP-09-06/2024,FP-09-122024-GOG,,10.05063299,4.030329018,10.57961367,,0,2025-01,145.5594455,12.10559269,1.735039419,5.103705533,0,0,2025-01,12.10559269,1.735039419,5.103705533,0,0,,12.10559269,1.735039419,5.103705533,0,0,12/20/2024,2024-12,1/10/2025,2025-01,1/18/2025,2025-01,1/13/2025,0,423
FP-09,FP,9,9/18/2024,9/18/2024,10/17/2024,10/17/2024,10/20/2024,10/19/2024,12/21/2024,12/20/2024,12/31/2024,1/2/2025,1/6/2025,1/10/2025,1/18/2025,1/10/2025,Ship Available,Tester,Breeding - Stage 2,,Larry OG,LAG,8,0.041666667,27,24,6,FP-09-06/2024,FP-09-122024-LAG,,1.435804713,0.604549353,1.586942051,,0,2025-01,7.228963474,0.529109861,0.077161855,0.374786151,0,0,2025-01,0.529109861,0.077161855,0.374786151,0,0,,0.529109861,0.077161855,0.374786151,0,0,12/20/2024,2024-12,1/10/2025,2025-01,1/18/2025,2025-01,1/13/2025,0,423
FP-09,FP,9,9/18/2024,,10/17/2024,10/17/2024,10/20/2024,10/19/2024,12/21/2024,12/20/2024,12/31/2024,1/2/2025,1/6/2025,1/10/2025,1/18/2025,1/10/2025,Ship Available,Connected,Breeding - Stage 2,,Nana's OG,NOG,88,0.458333333,144,24,6,FP-09-06/2024,FP-09-122024-NOG,,7.657625134,3.224263215,8.463690938,,0,2025-01,124.4741971,12.41644473,2.449337731,8.827316178,0,0,2025-01,12.41644473,2.449337731,8.827316178,0,0,,12.41644473,2.449337731,8.827316178,0,0,12/20/2024,2024-12,1/10/2025,2025-01,1/18/2025,2025-01,1/13/2025,0,423
FP-10,FP,10,9/18/2024,9/18/2024,10/17/2024,10/17/2024,10/20/2024,10/19/2024,12/21/2024,12/20/2024,12/31/2024,1/2/2025,1/6/2025,1/10/2025,1/18/2025,1/10/2025,Ship Available,Connected,Commercial - Production,,Ghost OG,GOG,96,0.5,180,25,6,FP-10-06/2024,FP-10-122024-GOG,,10.05063299,4.534120145,13.60236044,,0,2025-01,151.9614543,14.30801249,1.851884513,7.77571033,0,0,2025-01,14.30801249,1.851884513,7.77571033,0,0,,14.30801249,1.851884513,7.77571033,0,0,12/20/2024,2024-12,1/10/2025,2025-01,1/18/2025,2025-01,1/13/2025,0,424
FP-10,FP,10,9/18/2024,9/18/2024,10/17/2024,10/17/2024,10/20/2024,10/19/2024,12/21/2024,12/20/2024,12/31/2024,1/2/2025,1/6/2025,1/10/2025,1/18/2025,1/10/2025,Ship Available,Tester,Breeding - Stage 2,,Larry OG,LAG,8,0.041666667,27,24,6,FP-10-06/2024,FP-10-122024-LAG,,1.435804713,0.680118022,2.040354065,,0,2025-01,7.554145576,0.559974603,0.141095963,0.853189651,0,0,2025-01,0.559974603,0.141095963,0.853189651,0,0,,0.559974603,0.141095963,0.853189651,0,0,12/20/2024,2024-12,1/10/2025,2025-01,1/18/2025,2025-01,1/13/2025,0,424
FP-10,FP,10,9/18/2024,,10/17/2024,10/17/2024,10/20/2024,10/19/2024,12/21/2024,12/20/2024,12/31/2024,1/2/2025,1/6/2025,1/10/2025,1/18/2025,1/10/2025,Ship Available,Connected,Breeding - Stage 2,,Nana's OG,NOG,88,0.458333333,144,24,6,FP-10-06/2024,FP-10-122024-NOG,,7.657625134,3.627296116,10.88188835,,0,2025-01,121.5376373,10.71447468,1.629217447,8.066720753,0,0,2025-01,10.71447468,1.629217447,8.066720753,0,0,,10.71447468,1.629217447,8.066720753,0,0,12/20/2024,2024-12,1/10/2025,2025-01,1/18/2025,2025-01,1/13/2025,0,424
FL-02,FL,2,9/11/2024,9/18/2024,10/15/2024,10/16/2024,10/17/2024,10/21/2024,12/24/2024,12/23/2024,1/5/2025,,1/22/2025,7/31/1923,8/12/1923,7/31/1923,Ship Available,Connected,,,Biscotti,BIS,90,0.073710074,262.1130221,37,5,FL-02-05/2024,FL-02-122324-BIS,,21.49010738,4.045025386,13.2907977,,0,2025-01,89846.6,7.107709131,7.140778497,0,,0.030677786,1923-07,7.107709131,7.140778497,0,,0.030677786,,7.107709131,7.140778497,0,,0.030677786,12/23/2024,2024-12,7/31/1923,1923-07,8/12/1923,1923-08,8/6/1923,106474,425
FL-02,FL,2,9/11/2024,9/18/2024,10/15/2024,10/16/2024,10/17/2024,10/21/2024,12/24/2024,12/23/2024,1/5/2025,,1/22/2025,12/8/1934,12/20/1934,12/8/1934,Ship Available,Connected,,,Gushers,GUS,114,0.093366093,332.009828,41,5,FL-02-05/2024,FL-02-122324-GUS,,29.81326008,5.123698822,16.83501042,,0,2025-01,116087.8,5.26684774,11.14878569,0,,0.034093983,1934-12,5.26684774,11.14878569,0,,0.034093983,,5.26684774,11.14878569,0,,0.034093983,12/23/2024,2024-12,12/8/1934,1934-12,12/20/1934,1934-12,12/17/1934,111713,425
FL-02,FL,2,9/11/2024,9/18/2024,10/15/2024,10/16/2024,10/17/2024,10/21/2024,12/24/2024,12/23/2024,1/5/2025,,1/22/2025,12/30/1899,1/11/1900,12/30/1899,Ship Available,Connected,,,Cherry Fade,CFD,169,0.138411138,492.1900082,35,5,FL-02-05/2024,FL-02-122324-CFD,,38.43204388,9.213280874,24.33756348,,0,2025-01,0,0,0,0,,0,1899-12,0,0,0,,0,,0,0,0,,0,12/23/2024,2024-12,12/30/1899,1899-12,1/11/1900,1900-01,1/8/1900,0,425
FL-02,FL,2,9/11/2024,9/18/2024,10/15/2024,10/16/2024,10/17/2024,10/21/2024,12/24/2024,12/23/2024,1/5/2025,,1/22/2025,7/13/1931,7/25/1931,7/13/1931,Ship Available,Connected,,,Guava 2.0,GV2,125,0.102375102,364.045864,39,5,FL-02-05/2024,FL-02-122324-GV2,,31.26867476,5.618090814,16.85427244,,0,2025-01,110912.2,8.179156599,11.44200074,0,,0.0408244,1931-07,8.179156599,11.44200074,0,,0.0408244,,8.179156599,11.44200074,0,,0.0408244,12/23/2024,2024-12,7/13/1931,1931-07,7/25/1931,1931-07,7/20/1931,111638,425
FL-02,FL,2,9/11/2024,9/18/2024,10/15/2024,10/16/2024,10/17/2024,10/21/2024,12/24/2024,12/23/2024,1/5/2025,,1/22/2025,12/12/1953,12/24/1953,12/12/1953,Ship Available,Alien Labs,,,OZ Kush,OZK,142,0.116298116,413.5561016,48,5,FL-02-05/2024,FL-02-122324-OZK,,43.59421783,7.741336592,20.44931369,,0,2025-01,149774.6,2.389812871,12.13645743,0,,0.079745247,1953-12,2.389812871,12.13645743,0,,0.079745247,,2.389812871,12.13645743,0,,0.079745247,12/23/2024,2024-12,12/12/1953,1953-12,12/24/1953,1953-12,12/21/1953,118043,425
FL-02,FL,2,9/11/2024,9/18/2024,10/15/2024,10/16/2024,10/17/2024,10/21/2024,12/24/2024,12/23/2024,1/5/2025,,1/22/2025,2/1/1934,2/13/1934,2/1/1934,Ship Available,Alien Labs,,,Biskanté,BSK,126,0.103194103,366.958231,32,5,FL-02-05/2024,FL-02-122324-BSK,,25.78812886,9.708060926,21.84313708,,0,2025-01,125576.4,8.76338207,13.14838004,0,,0.04362874,1934-02,8.76338207,13.14838004,0,,0.04362874,,8.76338207,13.14838004,0,,0.04362874,12/23/2024,2024-12,2/1/1934,1934-02,2/13/1934,1934-02,2/12/1934,114136,425
FL-02,FL,2,9/11/2024,9/18/2024,10/15/2024,10/16/2024,10/17/2024,10/21/2024,12/24/2024,12/23/2024,1/5/2025,,1/22/2025,11/25/1946,12/7/1946,11/25/1946,Ship Available,Connected,,,Rainbow Sherbert #11,RS11,163,0.133497134,474.7158067,37,5,FL-02-05/2024,FL-02-122324-RS11,,38.92097225,8.886182145,23.47350797,,0,2025-01,167662.2,7.837439814,16.63389125,0,,0.057395503,1946-11,7.837439814,16.63389125,0,,0.057395503,,7.837439814,16.63389125,0,,0.057395503,12/23/2024,2024-12,11/25/1946,1946-11,12/7/1946,1946-12,12/2/1946,120080,425
FL-02,FL,2,9/11/2024,9/18/2024,10/15/2024,10/16/2024,10/17/2024,10/21/2024,12/24/2024,12/23/2024,1/5/2025,,1/22/2025,1/15/1945,1/27/1945,1/15/1945,Ship Available,Connected,,,Tropical Z,TPZ,159,0.13022113,463.0663391,35,5,FL-02-05/2024,FL-02-122324-TPZ,,36.15795845,8.668116325,22.89747096,,0,2025-01,147323,8.556147375,12.76477539,0,,0.053911322,1945-01,8.556147375,12.76477539,0,,0.053911322,,8.556147375,12.76477539,0,,0.053911322,12/23/2024,2024-12,1/15/1945,1945-01,1/27/1945,1945-01,1/22/1945,118084,425
FL-02,FL,2,9/11/2024,9/18/2024,10/15/2024,10/16/2024,10/17/2024,10/21/2024,12/24/2024,12/23/2024,1/5/2025,,1/22/2025,4/29/1939,5/11/1939,4/29/1939,Ship Available,Alien Labs,,,Atomic Apple,AA,127,0.104013104,369.8705979,35,5,FL-02-05/2024,FL-02-122324-AA,,28.88088505,8.154257524,18.7547923,,0,2025-01,129798.6,5.967918305,11.47286548,0,,0.04439356,1939-04,5.967918305,11.47286548,0,,0.04439356,,5.967918305,11.47286548,0,,0.04439356,12/23/2024,2024-12,4/29/1939,1939-04,5/11/1939,1939-05,5/8/1939,113963,425
FL-02,FL,2,9/11/2024,9/18/2024,10/15/2024,10/16/2024,10/17/2024,10/21/2024,12/24/2024,12/23/2024,1/5/2025,,1/22/2025,12/30/1899,1/11/1900,12/30/1899,Ship Available,Alien Labs,,,Space Face,SPF,6,0.004914005,17.47420147,35,5,FL-02-05/2024,FL-02-122324-SPF,,1.364451262,0.327098729,0.864055508,,0,2025-01,5493.4,0.227076315,0.593043969,0,,0,1899-12,0.227076315,0.593043969,0,,0,,0.227076315,0.593043969,0,,0,12/23/2024,2024-12,12/30/1899,1899-12,1/11/1900,1900-01,1/8/1900,46586,425
88-01,88th,1,9/16/2024,9/14/2024,10/16/2024,10/17/2024,10/21/2024,10/22/2024,12/25/2024,12/20/2024,12/30/2024,,1/14/2025,1/9/2025,1/26/2025,2/11/2025,Ship Available,Connected,Commercial - Production,,Biscotti,BIS,108,0.131227218,325.9684083,63,4,88-01-04/2024,88-01-122024-BIS,,45.27418852,5.030465391,41.68099896,,0,2025-01,400.2649959,55.8828198,2.612479938,21.41351699,0,0,2025-01,55.8828198,2.612479938,21.41351699,0,0,,55.8828198,2.612479938,21.41351699,0,0,12/20/2024,2024-12,1/9/2025,2025-01,1/26/2025,2025-01,1/20/2025,0,426
88-01,88th,1,9/16/2024,9/15/2024,10/16/2024,10/17/2024,10/21/2024,10/22/2024,12/25/2024,12/20/2024,12/30/2024,,1/14/2025,1/7/2025,1/26/2025,2/11/2025,Ship Available,Connected,Commercial - Production,,Permanent Marker,PMM,48,0.058323208,144.8748481,47,4,88-01-04/2024,88-01-122024-PMM,,15.09139617,4.286368488,20.71744768,,0,2025-01,139.7423235,17.32614332,1.009717984,11.34940652,0,0,2025-01,17.32614332,1.009717984,11.34940652,0,0,,17.32614332,1.009717984,11.34940652,0,0,12/20/2024,2024-12,1/7/2025,2025-01,1/26/2025,2025-01,1/20/2025,0,426
88-01,88th,1,9/16/2024,9/16/2024,10/16/2024,10/17/2024,10/21/2024,10/22/2024,12/25/2024,12/20/2024,12/30/2024,,1/14/2025,1/8/2025,1/26/2025,2/11/2025,Ship Available,Connected,Commercial - Production,,Gelonade,GEL,48,0.058323208,144.8748481,43,4,88-01-04/2024,88-01-122024-GEL,,13.65412035,4.286368488,20.71744768,,0,2025-01,149.178116,17.40110055,1.380094887,13.87149685,0,0,2025-01,17.40110055,1.380094887,13.87149685,0,0,,17.40110055,1.380094887,13.87149685,0,0,12/20/2024,2024-12,1/8/2025,2025-01,1/26/2025,2025-01,1/20/2025,0,426
88-01,88th,1,9/16/2024,9/16/2024,10/16/2024,10/17/2024,10/21/2024,10/22/2024,12/25/2024,12/20/2024,12/30/2024,,1/14/2025,1/10/2024,1/26/2025,2/11/2025,Ship Available,Connected,Commercial - Production,,Jack of Diamonds,JOD,132,0.160388821,398.4058323,59,4,88-01-04/2024,88-01-122024-JOD,,51.38261078,11.78751334,56.97298113,,0,2025-01,527.2094746,69.00694898,7.420765798,36.36748444,0,0,2024-01,69.00694898,7.420765798,36.36748444,0,0,,69.00694898,7.420765798,36.36748444,0,0,12/20/2024,2024-12,1/10/2024,2024-01,1/26/2025,2025-01,1/20/2025,0,426
88-01,88th,1,9/16/2024,9/16/2024,10/16/2024,10/17/2024,10/21/2024,10/22/2024,12/25/2024,12/20/2024,12/30/2024,,1/14/2025,1/14/2025,1/26/2025,2/11/2025,Ship Available,Alien Labs,Commercial - Production,,Biskanté,BSK,54,0.065613609,162.9842041,52,4,88-01-04/2024,88-01-122024-BSK,,18.594756,6.827060174,23.71505113,,0,2025-01,170.0096122,16.12021376,3.849274238,16.09155364,0,0,2025-01,16.12021376,3.849274238,16.09155364,0,0,,16.12021376,3.849274238,16.09155364,0,0,12/20/2024,2024-12,1/14/2025,2025-01,1/26/2025,2025-01,1/20/2025,0,426
88-01,88th,1,9/16/2024,9/16/2024,10/16/2024,10/17/2024,10/21/2024,10/22/2024,12/25/2024,12/20/2024,12/30/2024,,1/14/2025,1/9/2025,1/26/2025,2/11/2025,Ship Available,Alien Labs,Commercial - Production,,Gemini,GEM,48,0.058323208,144.8748481,45,4,88-01-04/2024,88-01-122024-GEM,,14.37275826,4.286368488,20.71744768,,0,2025-01,135.4256689,12.37455687,1.545441719,13.36884248,0,0,2025-01,12.37455687,1.545441719,13.36884248,0,0,,12.37455687,1.545441719,13.36884248,0,0,12/20/2024,2024-12,1/9/2025,2025-01,1/26/2025,2025-01,1/20/2025,0,426
88-01,88th,1,9/16/2024,9/16/2024,10/16/2024,10/17/2024,10/21/2024,10/22/2024,12/25/2024,12/20/2024,12/30/2024,,1/14/2025,1/8/2025,1/26/2025,2/11/2025,Ship Available,Alien Labs,Commercial - Production,,Dark Web,DW,28,0.034021871,84.51032807,50,4,88-01-04/2024,88-01-122024-DW,,9.222519884,2.500381618,12.08517782,,0,2025-01,109.0429284,10.27795905,1.781336532,7.636818992,0,0,2025-01,10.27795905,1.781336532,7.636818992,0,0,,10.27795905,1.781336532,7.636818992,0,0,12/20/2024,2024-12,1/8/2025,2025-01,1/26/2025,2025-01,1/20/2025,0,426
88-01,88th,1,9/16/2024,9/16/2024,10/16/2024,10/17/2024,10/21/2024,10/22/2024,12/25/2024,12/19/2024,12/29/2024,,1/13/2025,12/19/2024,1/25/2025,12/30/2024,Ship Available,Alien Labs,Commercial - Production,,Dark Web,DW,20,0.024301337,60.36452005,50,4,88-01-04/2024,88-01-121924-DW/FF,,6.587514203,1.78598687,8.632269868,,0,2025-01,61.78459938,0,0,0,0,34.07687966,2024-12,0,0,0,0,34.07687966,,0,0,0,0,34.07687966,12/19/2024,2024-12,12/19/2024,2024-12,1/25/2025,2025-01,1/20/2025,0,426
88-01,88th,1,9/16/2024,9/16/2024,10/16/2024,10/17/2024,10/21/2024,10/22/2024,12/25/2024,12/20/2024,12/30/2024,,1/14/2025,1/10/2025,1/26/2025,2/11/2025,Ship Available,Alien Labs,Commercial - Production,,BK Satellite,BKS,108,0.131227218,325.9684083,52,4,88-01-04/2024,88-01-122024-BKS,,37.189512,9.644329098,46.61425729,,0,2025-01,362.3145911,34.24443112,6.243496358,37.39924866,0,0,2025-01,34.24443112,6.243496358,37.39924866,0,0,,34.24443112,6.243496358,37.39924866,0,0,12/20/2024,2024-12,1/10/2025,2025-01,1/26/2025,2025-01,1/20/2025,0,426
88-01,88th,1,9/16/2024,9/16/2024,10/16/2024,10/17/2024,10/21/2024,10/22/2024,12/25/2024,12/20/2024,12/30/2024,,1/14/2025,1/8/2025,1/26/2025,2/11/2025,Ship Available,Alien Labs,Commercial - Production,,Zpectrum,ZPM,96,0.116646416,289.7496962,36,4,88-01-04/2024,88-01-122024-ZPM,,22.99641322,8.572736976,41.43489537,,0,2025-01,336.7189016,31.14252456,5.026543678,29.03049436,0,0,2025-01,31.14252456,5.026543678,29.03049436,0,0,,31.14252456,5.026543678,29.03049436,0,0,12/20/2024,2024-12,1/8/2025,2025-01,1/26/2025,2025-01,1/20/2025,0,426
88-01,88th,1,9/16/2024,9/16/2024,10/16/2024,10/17/2024,10/21/2024,10/22/2024,12/25/2024,12/20/2024,12/30/2024,,1/14/2025,1/9/2025,1/26/2025,2/11/2025,Ship Available,Alien Labs,Commercial - Production,,Zangria,ZGA,96,0.116646416,289.7496962,32,4,88-01-04/2024,88-01-122024-ZGA,,20.12186157,8.572736976,41.43489537,,0,2025-01,249.2504277,21.5678407,3.723610646,26.59658901,0,0,2025-01,21.5678407,3.723610646,26.59658901,0,0,,21.5678407,3.723610646,26.59658901,0,0,12/20/2024,2024-12,1/9/2025,2025-01,1/26/2025,2025-01,1/20/2025,0,426
88-01,88th,1,9/16/2024,,10/16/2024,10/17/2024,10/21/2024,10/22/2024,12/25/2024,12/20/2024,12/30/2024,,1/14/2025,1/22/2025,1/26/2025,2/11/2025,Ship Available,Tester,,,Rainbow Sherbert #11 x Biskanté #40,RS11xBSK#40,9,0.010935601,27.16403402,59,4,88-01-04/2024,88-01-122024-RS11xBSK#40,,3.503359826,0.803694092,3.884521441,,0,2025-01,28.3294238,2.405245242,0.745163054,3.518580575,0,0,2025-01,2.405245242,0.745163054,3.518580575,0,0,,2.405245242,0.745163054,3.518580575,0,0,12/20/2024,2024-12,1/22/2025,2025-01,1/26/2025,2025-01,1/20/2025,0,426
88-01,88th,1,9/16/2024,9/16/2024,10/16/2024,10/17/2024,10/21/2024,10/22/2024,12/25/2024,12/20/2024,12/30/2024,,1/14/2025,1/22/2025,1/26/2025,2/11/2025,Ship Available,Tester,Breeding - Stage 1,,TH.Blue Dream,BD,9,0.010935601,27.16403402,45,4,88-01-04/2024,88-01-122024-BD,,2.694892174,0.803694092,3.884521441,,0,2025-01,63.48216018,5.116933279,0.615090213,5.467468562,0,0,2025-01,5.116933279,0.615090213,5.467468562,0,0,,5.116933279,0.615090213,5.467468562,0,0,12/20/2024,2024-12,1/22/2025,2025-01,1/26/2025,2025-01,1/20/2025,0,426
88-01,88th,1,9/16/2024,,10/16/2024,10/17/2024,10/21/2024,10/22/2024,12/25/2024,12/20/2024,12/30/2024,,1/14/2025,1/22/2025,1/26/2025,2/11/2025,Ship Available,Tester,,,SC.Blue Dream,BD,9,0.010935601,27.16403402,63,4,88-01-04/2024,88-01-122024-BD,,3.772849044,0.803694092,3.884521441,,0,2025-01,63.48216018,5.116933279,0.615090213,5.467468562,0,0,2025-01,5.116933279,0.615090213,5.467468562,0,0,,5.116933279,0.615090213,5.467468562,0,0,12/20/2024,2024-12,1/22/2025,2025-01,1/26/2025,2025-01,1/20/2025,0,426
88-01,88th,1,9/16/2024,9/16/2024,10/16/2024,10/17/2024,10/21/2024,10/22/2024,12/25/2024,12/20/2024,12/30/2024,,1/14/2025,1/8/2025,1/26/2025,2/11/2025,Ship Available,Tester,Breeding - Import,,L.Dark Web,DW,10,0.012150668,30.18226002,45,4,88-01-04/2024,88-01-122024-DW,,2.994324638,0.892993435,4.316134934,,0,2025-01,109.0429284,10.27795905,1.781336532,7.636818992,0,0,2025-01,10.27795905,1.781336532,7.636818992,0,0,,10.27795905,1.781336532,7.636818992,0,0,12/20/2024,2024-12,1/8/2025,2025-01,1/26/2025,2025-01,1/20/2025,0,426
AZ-03,AZ,3,9/19/2024,9/23/2024,10/17/2024,10/21/2024,10/24/2024,10/24/2024,12/28/2024,12/26/2024,1/7/2025,,1/17/2025,1/13/2025,1/25/2025,1/13/2025,Ship Available,Alien Labs,,,Y2K,Y2K,73,0.25,175.5,51,6,AZ-03-06/2024,AZ-03-122624-Y2K,,19.60352034,3.693370212,3.266386511,,0,2025-01,290.3277533,23.30949399,6.72851373,11.50593485,,0,2025-01,23.30949399,6.72851373,11.50593485,,0,,23.30949399,6.72851373,11.50593485,,0,12/26/2024,2024-12,1/13/2025,2025-01,1/25/2025,2025-01,1/20/2025,56.13,427
AZ-03,AZ,3,9/19/2024,9/23/2024,10/17/2024,10/21/2024,10/24/2024,10/24/2024,12/28/2024,12/26/2024,1/7/2025,,1/17/2025,1/17/2025,1/29/2025,1/17/2025,Ship Available,Alien Labs,,,OZ Kush,OZK,73,0.25,175.5,42,6,AZ-03-06/2024,AZ-03-122624-OZK,,16.33626695,3.693370212,3.266386511,,0,2025-01,253.4820485,22.5422847,4.03005344,7.579498757,,22.6062188,2025-01,22.5422847,4.03005344,7.579498757,,22.6062188,,22.5422847,4.03005344,7.579498757,,22.6062188,12/26/2024,2024-12,1/17/2025,2025-01,1/29/2025,2025-01,1/27/2025,49.75,427
AZ-03,AZ,3,9/19/2024,9/23/2024,10/17/2024,10/21/2024,10/24/2024,10/24/2024,12/28/2024,12/18/2024,1/7/2025,,1/9/2025,,1/21/2025,,Harvested,Alien Labs,,,OZ Kush,OZK,73,0.25,175.5,42,6,AZ-03-06/2024,AZ-03-121824-OZK/FF,,16.33626695,3.693370212,3.266386511,,0,-,0,0,0,0,,0,-,0,0,0,,0,,16.33626695,3.693370212,3.266386511,,0,12/18/2024,2024-12,1/9/2025,2025-01,1/21/2025,2025-01,1/20/2025,0,427
AZ-03,AZ,3,9/19/2024,9/23/2024,10/17/2024,10/21/2024,10/24/2024,10/24/2024,12/28/2024,12/26/2024,1/7/2025,,1/17/2025,1/10/2025,1/22/2025,1/10/2025,Ship Available,Connected,,,Biscotti 2.0,BIS2,73,0.25,175.5,42,6,AZ-03-06/2024,AZ-03-122624-BIS2,,16.33626695,3.693370212,3.266386511,,0,2025-01,285.8335903,15.35079984,8.684015591,9.682710453,,0,2025-01,15.35079984,8.684015591,9.682710453,,0,,15.35079984,8.684015591,9.682710453,,0,12/26/2024,2024-12,1/10/2025,2025-01,1/22/2025,2025-01,1/20/2025,53.81,427
AZ-10,AZ,10,9/19/2024,9/23/2024,10/18/2024,10/21/2024,10/24/2024,10/24/2024,12/28/2024,12/27/2024,1/7/2025,,1/18/2025,1/16/2025,1/28/2025,1/16/2025,Ship Available,Connected,,,Guava 2.0,GV2,100,0.249376559,228.9276808,48,6,AZ-10-06/2024,AZ-10-122724-GV2,,24.12661797,6.57032816,8.703958406,,0,2025-01,341.7951542,24.51762818,15.30450272,15.47205418,,0,2025-01,24.51762818,15.30450272,15.47205418,,0,,24.51762818,15.30450272,15.47205418,,0,12/27/2024,2024-12,1/16/2025,2025-01,1/28/2025,2025-01,1/27/2025,81.45,428
AZ-10,AZ,10,9/19/2024,9/23/2024,10/18/2024,10/21/2024,10/24/2024,10/24/2024,12/28/2024,12/27/2024,1/7/2025,,1/18/2025,1/29/2025,2/10/2025,1/29/2025,Ship Available,Connected,,,Tropical Z,TPZ,100,0.249376559,228.9276808,53,6,AZ-10-06/2024,AZ-10-122724-TPZ,,26.8073533,6.57032816,8.703958406,,0,2025-01,430.8353524,45.94437292,5.884142577,17.13434099,,44.1101254,2025-01,45.94437292,5.884142577,17.13434099,,44.1101254,,45.94437292,5.884142577,17.13434099,,44.1101254,12/27/2024,2024-12,1/29/2025,2025-01,2/10/2025,2025-02,2/10/2025,93.79,428
AZ-10,AZ,10,9/19/2024,9/23/2024,10/18/2024,10/21/2024,10/24/2024,10/24/2024,12/28/2024,12/18/2024,1/7/2025,,1/9/2025,,1/21/2025,,Harvested,Connected,,,Tropical Z,TPZ,100,0.249376559,228.9276808,53,6,AZ-10-06/2024,AZ-10-121824-TPZ/FF,,26.8073533,6.57032816,8.703958406,,0,-,0,0,0,0,,0,-,0,0,0,,0,,26.8073533,6.57032816,8.703958406,,0,12/18/2024,2024-12,1/9/2025,2025-01,1/21/2025,2025-01,1/20/2025,0,428
AZ-10,AZ,10,9/19/2024,9/23/2024,10/18/2024,10/21/2024,10/24/2024,10/24/2024,12/28/2024,12/27/2024,1/7/2025,,1/18/2025,1/5/2025,1/17/2025,1/5/2025,Ship Available,Alien Labs,,,Zpectrum,ZPM,100,0.249376559,228.9276808,42,6,AZ-10-06/2024,AZ-10-122724-ZPM,,21.44588264,6.57032816,8.703958406,,0,2025-01,317.8524229,23.32933561,7.063616642,16.75514559,,0,2025-01,23.32933561,7.063616642,16.75514559,,0,,23.32933561,7.063616642,16.75514559,,0,12/27/2024,2024-12,1/5/2025,2025-01,1/17/2025,2025-01,1/13/2025,81.49,428
AZ-10,AZ,10,9/19/2024,9/23/2024,10/18/2024,10/21/2024,10/24/2024,10/24/2024,12/28/2024,12/27/2024,1/7/2025,,1/18/2025,1/10/2025,1/22/2025,1/10/2025,Ship Available,Tester,,,Zkittlez x Zkittlez #9,ZKxZK#9,1,0.002493766,2.289276808,53,6,AZ-10-06/2024,AZ-10-122724-ZKxZK#9,,0.268073533,0.065703282,0.087039584,,0,2025-01,2.162995595,0,0,0,,0,2025-01,0,0,0,,0,,0,0,0,,0,12/27/2024,2024-12,1/10/2025,2025-01,1/22/2025,2025-01,1/20/2025,0.24,428
MER-06,MER,6,9/23/2024,9/23/2024,10/25/2024,10/24/2024,10/26/2024,10/27/2024,12/30/2024,12/30/2024,1/9/2025,1/9/2025,1/23/2025,1/17/2025,2/4/2025,2/27/2025,Ship Available,Alien Labs,Commercial - Production,,Atomic Apple,AA,189,0.1875,567,64,6,MER-06-06/2024,MER-06-123024-AA,,79.43629683,22.53511967,53.11849636,,0,2025-01,821.9280763,80.64295667,17.20268435,48.66267483,0,0,2025-01,80.64295667,17.20268435,48.66267483,0,0,,80.64295667,17.20268435,48.66267483,0,0,12/30/2024,2024-12,1/17/2025,2025-01,2/4/2025,2025-02,2/3/2025,0,429
